2703_XX	3429_XXY	3442_XXY	6029_XX	7089B_XXY	7194A_XXY	7205B_XX	7246B_XX	7249B_XX	7271A_XX	7272A_XX	7273A_XX	7275A_XX	7304B_XXYY	7307A_XXY	7367A_XX_tri21	7368A_XX	7369A_XX_tri21	7370A_XX_tri21	7372A_XX_tri21	7389A_XX	7478A_XXYY
PGRMC1	NA	NA	0.211111111111111	NA	NA	NA	NA	NA	0.15609756097561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHF6	NA	NA	NA	NA	NA	NA	NA	NA	0.26775956284153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.149253731343284	0.148936170212766
PHF8	NA	NA	NA	NA	NA	NA	NA	0.181818181818182	0.265104166666666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.169301523426272
PIGA	NA	NA	NA	0.272727272727273	NA	NA	NA	0.092140921409214	NA	0.352272727272728	NA	0.304347826086957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PIN4	NA	NA	NA	0.106666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14041095890411	NA
PIR	NA	NA	NA	NA	NA	NA	NA	NA	0.328358208955224	0.122856029106029	NA	0.147513440860215	NA	NA	NA	NA	NA	NA	0.0862068965517241	NA	0.265962270995828	0.371794871794872
PJA1	NA	NA	NA	0.229166666666667	NA	NA	0.213594276094276	NA	0.511111111111111	0.154801242901532	NA	0.0851717805913011	NA	NA	NA	NA	NA	NA	0.108695652173913	NA	NA	NA
PLCXD1	0.521739130434783	NA	NA	0.7	NA	NA	0.231980347694633	0.909090909090909	0.517575757575758	0.299363057324841	0.719746746746747	0.209646464646465	0.469919002566062	NA	NA	0.398502304147465	0.372923588039867	0.380555555555556	0.481818181818182	0.585128569338152	0.780689747718733	NA
PLP2	NA	NA	0.313131313131313	NA	NA	NA	NA	0.0817120622568093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA
PLXNA3	0.148148148148148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNPLA4	1	NA	1	NA	0.633333333333333	0.857142857142857	NA	NA	0.483516483516483	1	NA	1	0.5	0.636363636363636	0.666666666666667	NA	0.857142857142857	0.643097643097643	0.515151515151515	NA	NA	NA
POLA1	NA	NA	NA	0.216216216216216	NA	NA	NA	NA	0.180952380952381	0.123650697392359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRKX	0.737470333659082	0.488809523809524	0.484572784810127	0.801686909581646	0.602665277970841	0.608031400966184	NA	0.790351370851371	0.445297275611281	0.753717416927331	0.61887599469496	0.754075251553832	0.930354412407165	0.684297992208179	0.6	0.633802816901408	0.414835164835165	0.628429089026915	0.49128871681416	0.787766678998644	0.617053105686429	NA
PRPS2	NA	NA	0.261682242990654	0.142857142857143	NA	0.25609756097561	0.233870967741935	0.0714285714285714	0.176165803108808	NA	NA	0.125	NA	NA	NA	NA	NA	NA	0.105263157894737	NA	0.202614379084967	NA
PUDP	NA	NA	0.775558312655087	NA	0.71330172909849	0.8533073515378	0.858781322203154	0.779816334483692	0.794957401375132	0.616414653028518	0.69350350905782	0.738494667543385	0.564102564102564	0.685073496757526	0.796175148687503	0.758439272865643	0.792128835525062	0.663671133897085	NA	0.744748274399041	0.846290861009045	0.93857720305891
RAB39B	NA	NA	NA	0.19047619047619	NA	NA	NA	NA	0.545454545454545	0.137931034482759	NA	0.0714285714285714	NA	NA	NA	NA	NA	NA	NA	NA	0.433333333333333	NA
RAP2C	NA	NA	0.282296650717703	NA	NA	NA	NA	NA	NA	0.127906976744186	NA	0.103921568627451	NA	NA	NA	NA	NA	NA	NA	NA	0.27027027027027	0.249200426439232
RBBP7	0.371648163359451	0.296339203555431	0.545813953488372	0.429936314044841	NA	0.385006266732178	0.38331531371854	NA	0.244897959183673	0.0909090909090909	NA	0.23543186043186	NA	NA	0.191919962964413	0.492310184453937	NA	0.326441335710071	0.340047899062037	NA	0.404939642126076	0.489111945208047
RBM3	NA	NA	0.366875996810207	NA	NA	0.139278957202227	0.278816199376947	NA	NA	NA	NA	0.108282559693404	NA	NA	NA	NA	NA	NA	0.132075471698113	NA	0.18900675024108	0.300217972630997
RBM41	NA	NA	NA	NA	NA	NA	0.145833333333333	NA	0.304529752347589	0.180069103473359	NA	0.213235294117647	NA	NA	NA	0.15	NA	NA	NA	NA	0.25	0.194248405103668
RBMX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0989185750636132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RLIM	NA	NA	0.212053571428572	NA	NA	NA	NA	NA	NA	NA	NA	0.0911978221415608	NA	NA	NA	0.142164179104477	NA	NA	NA	NA	0.295454545454545	NA
RNF113A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0132743362831858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RP2	NA	NA	NA	NA	NA	NA	0.264705882352941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.270833333333333	NA
RPGR	NA	NA	0.272727272727273	NA	NA	NA	0.142857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.265	NA
RPL10	NA	NA	NA	0.275132275132275	NA	0.339527458492976	NA	NA	0.215806475847044	NA	0.0930232558139535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL36A	NA	NA	0.571428571428571	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL39	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.312312312312312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPS4X	0.767242533815455	NA	NA	0.747133373566687	NA	0.701763396678651	0.798140043763676	NA	0.637465878070973	NA	NA	0.820419546501758	0.684771466090566	0.710390448531784	0.679722706873548	0.545454545454545	0.680851063829787	NA	NA	NA	0.513513513513513	NA
RPS6KA3	0.136556270737892	NA	0.229511858349578	0.156794425087108	NA	NA	0.267742181540808	0.0784827552068931	0.230785123966942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.242682667579227
RRAGB	NA	NA	NA	NA	NA	0.272727272727273	0.176470588235294	NA	0.347826086956522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.529411764705882
SASH3	NA	NA	0.301169590643275	0.153846153846154	NA	0.191653786707883	NA	NA	NA	0.146556428047142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.197431781701445	NA
SAT1	NA	NA	NA	NA	NA	NA	0.388888888888889	NA	NA	0.331858407079646	0.0258620689655172	0.193181818181818	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292686438237835
SH3BGRL	NA	NA	0.161290322580645	NA	NA	0.200811359026369	0.290229885057471	0.0595482546201232	0.227722772277228	NA	0.0301724137931034	0.148606811145511	NA	NA	NA	NA	NA	NA	0.107142857142857	NA	0.171717171717172	0.281395348837209
SLC10A3	NA	NA	0.2	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.266666666666667	NA
SLC25A43	0.133298319327731	NA	NA	NA	NA	NA	NA	0.172413793103448	NA	NA	0.0349158653846154	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	0.239759477065185	0.170731707317073
SLC25A5	NA	NA	NA	NA	NA	NA	NA	NA	0.200360393722901	NA	0.0199741423006441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A6	NA	NA	NA	0.702936877683384	NA	NA	NA	0.801516195727085	0.906735751295337	0.829376854599407	NA	0.862203329791002	NA	NA	NA	0.90684133915575	NA	NA	NA	0.876140808344198	0.967391304347826	NA
SLC35A2	NA	NA	NA	NA	NA	0.328571428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC38A5	NA	NA	NA	0.114754098360656	NA	NA	NA	NA	NA	0.121212121212121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC6A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC9A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.161220043572985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.263888888888889	NA
SLC9A7	0.0957446808510638	NA	0.230336778390144	NA	NA	0.239735183473376	NA	0.076271186440678	0.219572335179271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMC1A	NA	NA	0.419354838709677	0.671592775041051	0.560606060606061	0.1875	0.467532467532468	NA	NA	NA	NA	NA	0.365671641791045	NA	NA	0.5	NA	NA	0.342342342342342	0.285714285714286	0.757894736842105	NA
SMS	NA	NA	NA	NA	NA	0.228070175438596	NA	NA	NA	NA	NA	0.0746268656716418	NA	NA	NA	0.142857142857143	NA	NA	NA	NA	NA	0.206451612903226
SNX12	0.101503759398496	NA	NA	NA	NA	0.290502793296089	NA	NA	0.220640569395018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.168776371308017	0.215547703180212
SOWAHD	0.19047619047619	NA	NA	NA	NA	NA	0.253968253968254	0.181818181818182	NA	0.230976430976431	NA	0.146586710780259	NA	NA	NA	NA	NA	NA	NA	NA	0.525022644927536	NA
SPIN3	0.2	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.261363636363636	0.351470588235294
SSR4	NA	NA	NA	NA	NA	NA	0.714285714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3125
STK26	NA	0.176470588235294	0.145454545454545	0.24390243902439	NA	NA	0.409090909090909	NA	NA	0.259036144578313	0.333333333333333	0.0948275862068965	NA	NA	0.1171875	NA	NA	NA	NA	NA	NA	NA
STS	NA	0.432098765432099	NA	NA	0.383549783549784	0.472822681704261	0.878378378378379	NA	0.9375	NA	NA	0.430861244019139	NA	0.713793103448276	0.893121693121693	0.388888888888889	0.5375	0.341818181818182	0.8	0.952380952380952	NA	0.578822055137844
SUV39H1	NA	NA	0.25	NA	NA	NA	0.40625	NA	NA	NA	NA	0.123711340206186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYAP1	0.666666666666667	0.666666666666667	NA	NA	NA	NA	NA	NA	0.571428571428571	NA	NA	0.325797872340426	NA	NA	NA	NA	0.187753036437247	NA	NA	NA	NA	NA
TAB3	NA	NA	0.43543956043956	NA	NA	NA	NA	NA	NA	0.166806722689075	0.046875	0.136923076923077	NA	NA	NA	NA	NA	NA	NA	0.274074074074074	NA	0.14
TAF9B	NA	NA	NA	NA	NA	NA	NA	NA	0.131782945736434	0.111111111111111	0.0704225352112676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D25	NA	NA	0.226312419974391	0.142857142857143	NA	0.261363636363636	NA	NA	NA	NA	0.0714285714285714	0.100343249427918	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22877358490566
TBC1D8B	NA	NA	NA	NA	NA	NA	0.444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBL1X	NA	NA	0.523157894736842	0.21047619047619	NA	0.169190783225871	0.27743031616271	0.157490824157491	0.192577030812325	0.0831988705123036	0.181818181818182	NA	NA	NA	NA	NA	NA	NA	0.106060606060606	NA	0.222002635046113	0.206060606060606
TCEAL4	NA	NA	NA	NA	NA	0.169811320754717	0.164772727272727	NA	0.280645161290323	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.246794871794872
TCEANC	NA	NA	0.45	NA	0.266666666666667	NA	NA	NA	0.375	NA	NA	NA	NA	NA	NA	0.272727272727273	NA	NA	NA	NA	0.307692307692308	0.648809523809524
TFE3	NA	NA	NA	NA	NA	NA	0.239130434782609	0.0718562874251497	NA	NA	NA	0.112068965517241	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.270491803278689
THOC2	NA	NA	NA	NA	NA	0.5	NA	NA	0.305555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.411764705882353	NA	NA	NA	0.842105263157895
TIMM17B	NA	NA	0.262172284644195	NA	NA	NA	0.335907335907336	0.0977653631284916	0.224489795918367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.179411764705882	0.217801047120419
TIMP1	0.123182527301092	NA	NA	NA	NA	NA	0.454545454545455	NA	0.20112517580872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.179487179487179	NA
TLR7	NA	NA	NA	NA	NA	0.154639175257732	NA	NA	0.247524752475248	0.105263157894737	NA	NA	0.346560846560847	NA	NA	0.179219260919143	NA	NA	NA	0.143939393939394	0.176795580110497	NA
TMEM164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27027027027027	NA
TMEM187	NA	NA	NA	NA	NA	0.199375696767001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA
TMSB15B	NA	NA	0.638888888888889	NA	NA	0.307692307692308	0.428571428571429	NA	0.541666666666667	0.19047619047619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.272727272727273
TMSB4X	0.107317073170732	NA	0.295918367346939	NA	NA	0.263197881192193	0.134681921371797	0.299259259259259	0.337916666666667	0.170542635658915	0.0338983050847458	NA	NA	0.0950226244343891	0.236484045755569	NA	0.304347826086957	NA	NA	0.391891891891892	0.320754716981132	0.400806640168342
TRAPPC2	NA	0.166666666666667	NA	NA	0.31030981130682	0.200284090909091	0.584415584415584	0.166666666666667	0.261904761904762	0.0975609756097561	0.0483870967741935	0.0909090909090909	0.146562261268144	NA	NA	0.615384615384615	0.236363636363636	NA	0.261406518010291	0.614961013645224	NA	0.571428571428571
TRMT2B	NA	NA	0.183712121212121	NA	NA	0.25	NA	0.2	0.234042553191489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.235294117647059	NA
TSPYL2	NA	NA	NA	NA	NA	NA	0.276595744680851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TXLNG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.319018404907975	NA
UBA1	NA	NA	NA	0.341463414634146	NA	NA	0.466101694915254	NA	0.4	NA	NA	NA	NA	0.229299363057325	NA	NA	NA	NA	NA	NA	NA	1
UBE2A	NA	NA	NA	NA	NA	NA	NA	NA	0.238805970149254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBL4A	NA	NA	NA	NA	NA	NA	NA	0.0489262371615313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBQLN2	NA	NA	NA	NA	NA	NA	NA	NA	0.294573643410853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UPF3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.135912698412699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UPRT	NA	NA	NA	NA	NA	NA	NA	0.0945945945945946	NA	0.0612244897959184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.337579617834395
USP9X	NA	NA	NA	0.180851063829787	0.149659863945578	0.51063829787234	0.213642213642214	0.194444444444444	NA	NA	0.0944444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UTP14A	NA	NA	NA	NA	NA	NA	NA	0.162790697674419	0.224137931034483	NA	NA	0.1375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VAMP7	NA	NA	NA	0.174418604651163	NA	NA	NA	NA	NA	NA	0.0350877192982456	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.146341463414634	NA
VBP1	NA	NA	0.364754098360656	NA	NA	NA	NA	NA	0.250585480093677	0.125393516548966	0.00808625336927224	0.0956284153005464	NA	NA	NA	NA	NA	NA	NA	NA	0.181494661921708	NA
VMA21	NA	NA	NA	NA	NA	0.136363636363636	0.302600907864066	NA	NA	0.0952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	0.160714285714286	NA	NA	0.195652173913043
WASH6P	0.326530612244898	NA	NA	0.304347826086957	NA	NA	0.284313725490196	0.333333333333333	0.205479452054795	0.648648648648649	0.84375	0.491148775894539	0.771428571428571	NA	NA	0.777777777777778	0.8	0.28	0.148936170212766	0.319148936170213	0.64	NA
WDR13	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	0.147058823529412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WDR44	NA	NA	NA	0.131000721723506	NA	0.188247863247863	NA	NA	NA	0.124253760423973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.328489108409321
WWC3	NA	NA	NA	NA	NA	0.220831140185979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	0.385858585858586
XIAP	0.137566137566138	NA	NA	NA	NA	0.231820374557487	0.232598522167488	0.109886990993384	NA	0.141959154351396	0.0789473684210526	0.125145539458357	NA	NA	NA	NA	NA	0.269230769230769	0.119402985074627	NA	NA	0.263000964368353
XIST	0.861386138613861	NA	0.778659877605661	0.5	NA	0.708421052631579	NA	NA	0.784355650209309	0.890909090909091	NA	0.828845638966121	NA	NA	NA	NA	NA	NA	0.695652173913043	NA	0.761111111111112	NA
YIPF6	NA	NA	NA	NA	NA	NA	0.183673469387755	NA	NA	0.175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZBED1	NA	NA	NA	0.822045157297966	NA	NA	0.585269467851839	0.849056603773585	0.822433427682484	NA	NA	0.631508916838502	0.809151588180598	NA	NA	0.831126474212611	0.844421101774043	0.909850907089233	0.83155574584146	0.833851635652508	0.755477877280608	NA
ZBTB33	NA	NA	NA	0.225806451612903	NA	NA	0.231034482758621	NA	NA	NA	NA	0.0900383141762451	NA	NA	NA	NA	NA	NA	NA	NA	0.193111236589497	NA
ZDHHC9	0.102040816326531	NA	0.285714285714286	NA	NA	0.177777777777778	0.208955223880597	NA	0.175	0.0638297872340425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFX	NA	NA	NA	0.63248556998557	0.263888888888889	0.723809523809524	0.649333052536173	NA	0.670833996920953	0.492045454545455	0.55	0.745170480654352	0.628021579001971	0.546656023839932	NA	0.654196535244922	NA	0.663504349108064	0.548707609594706	0.73658368029486	0.664825620815323	NA
ZMYM3	NA	NA	NA	0.137931034482759	NA	NA	NA	0.0606060606060606	0.222222222222222	0.114035087719298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF275	NA	NA	NA	0.19411036036036	NA	0.216384446251619	0.276050114809913	0.212962962962963	NA	0.136613642081678	0.0535714285714286	NA	0.0540540540540541	NA	NA	NA	NA	NA	NA	NA	0.154639175257732	0.215097097097097
ZNF280C	NA	NA	NA	NA	NA	NA	NA	NA	0.182142857142857	NA	NA	0.294117647058824	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.253846153846154
ZNF41	NA	NA	NA	NA	NA	0.272727272727273	0.179487179487179	NA	NA	0.105263157894737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.275	0.181853281853282
ZNF630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25
ZNF75D	NA	NA	NA	NA	NA	0.210526315789474	NA	NA	0.190075356742023	0.117936117936118	NA	0.164689017829935	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.583333333333333
ZNF81	NA	NA	NA	NA	NA	NA	0.357142857142857	NA	0.173913043478261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZRSR2	NA	0.550724637681159	0.560606060606061	NA	0.631578947368421	0.975	0.481927710843373	0.955555555555556	NA	0.326130873956961	NA	NA	0.48314606741573	0.415927419354838	0.282352941176471	NA	NA	NA	NA	NA	0.350515463917526	0.75
ZXDB	NA	NA	0.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19047619047619	0.4375
