2703_XX	3429_XXY	3442_XXY	6029_XX	7089B_XXY	7194A_XXY	7205B_XX	7246B_XX	7249B_XX	7271A_XX	7272A_XX	7273A_XX	7275A_XX	7304B_XXYY	7307A_XXY	7367A_XX_tri21	7368A_XX	7369A_XX_tri21	7370A_XX_tri21	7372A_XX_tri21	7389A_XX	7478A_XXYY
PRPS2	NA	NA	0.0447400241837966	0	NA	0.00651465798045633	0	0	0	NA	NA	0.00142653352353782	NA	NA	NA	NA	NA	NA	0	NA	0	NA
PUDP	NA	NA	0.675795995910084	NA	0.71330172909849	0.770189871000398	0.784018603330849	0.749506633081717	0.708537489439834	0.516634115038247	0.671925106428331	0.678070321631581	0.564102564102564	0.685073496757526	0.796175148687503	0.758439272865643	0.792128835525062	0.663671133897085	NA	0.744748274399041	0.777643220592526	0.90678823805905
RAB39B	NA	NA	NA	0.0144927536231879	NA	NA	NA	NA	0.38347718865598	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0.236298292902066	NA
RAP2C	NA	NA	0.0669320726548888	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0.0539593552908195	0.0317360328628084
RBBP7	0.371648163359451	0.296339203555431	0.371076707675768	0.276341654885764	NA	0.151572085017378	0.164660547903899	NA	0.0421951850893083	0	NA	0.115258984122185	NA	NA	0.191919962964413	0.492310184453937	NA	0.326441335710071	0.238526900425521	NA	0.204363398489409	0.305650596553237
RBM3	NA	NA	0.164535097751144	NA	NA	0	0.0473447048414642	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.0212765957446807	NA	0	0.0892926422794905
RBM41	NA	NA	NA	NA	NA	NA	0	NA	0.108096492573088	0.0327244430150532	NA	0.0922444183313748	NA	NA	NA	0.15	NA	NA	NA	NA	0.032258064516129	0
RBMX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RLIM	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.142164179104477	NA	NA	NA	NA	0.0812092471843504	NA
RNF113A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RP2	NA	NA	NA	NA	NA	NA	0.0321331784746418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0545650999459747	NA
RPGR	NA	NA	0.0566037735849059	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0483535644825967	NA
RPL10	NA	NA	NA	0.109157784351473	NA	0.121857852932744	NA	NA	0.0115920891287441	NA	0.051556420233463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL36A	NA	NA	0.402390438247011	NA	NA	NA	NA	NA	0.21259842519685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL39	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.170860639414895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPS4X	0.767242533815455	NA	NA	0.657329789409119	NA	0.54788476511809	0.693386623679859	NA	0.498920642650648	NA	NA	0.775455343510871	0.684771466090566	0.710390448531784	0.679722706873548	0.545454545454545	0.680851063829787	NA	NA	NA	0.331352154531946	NA
RPS6KA3	0.136556270737892	NA	0.0106412294053343	0	NA	NA	0.0375774278418763	0.00325917895064394	0.0273529085126723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025958205348974
RRAGB	NA	NA	NA	NA	NA	0.0243902439024394	0	NA	0.153976311336718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35064935064935
SASH3	NA	NA	0.0874379534173349	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
SAT1	NA	NA	NA	NA	NA	NA	0.169811320754717	NA	NA	0.191951624123722	0	0.0712884238064092	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0784564972856651
SH3BGRL	NA	NA	0	NA	NA	0	0.0597281967337925	0	0.0240240240240243	NA	0	0.0254792870052094	NA	NA	NA	NA	NA	NA	0	NA	0	0.0659573181790698
SLC10A3	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0500863557858379	NA
SLC25A43	0.133298319327731	NA	NA	NA	NA	NA	NA	0.0984222389181065	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0.0335268318771726	0
SLC25A5	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A6	NA	NA	NA	0.601021656250266	NA	NA	NA	0.772874244885728	0.862005519779209	0.776138288139223	NA	0.82670521621754	NA	NA	NA	0.90684133915575	NA	NA	NA	0.876140808344198	0.949511948838775	NA
SLC35A2	NA	NA	NA	NA	NA	0.0856031128404675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC38A5	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC6A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.574468085106383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC9A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0121761822977907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0471535632825956	NA
SLC9A7	0.0957446808510638	NA	0.0128938464656945	NA	NA	0	NA	0.00100815690587489	0.0159278747681222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMC1A	NA	NA	0.220103986135181	0.576580282462635	0.560606060606061	0	0.261660363767334	NA	NA	NA	NA	NA	0.365671641791045	NA	NA	0.5	NA	NA	0.240374609781477	0.285714285714286	0.645826917154296	NA
SMS	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.142857142857143	NA	NA	NA	NA	NA	0
SNX12	0.101503759398496	NA	NA	NA	NA	0.0436746987951804	NA	NA	0.0165701198976157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
SOWAHD	0.19047619047619	NA	NA	NA	NA	NA	0.020897906926484	0.10802775024777	NA	0.0869467193529183	NA	0.023820896147468	NA	NA	NA	NA	NA	NA	NA	NA	0.347477912028728	NA
SPIN3	0.2	NA	NA	NA	NA	NA	NA	NA	0.330744091910978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0444309190505174	0.142990974851618
SSR4	NA	NA	NA	NA	NA	NA	0.576271186440678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.099836333878887
STK26	NA	0.176470588235294	0	0.0704647676161916	NA	NA	0.193047796399752	NA	NA	0.114024346322841	0.295774647887324	0	NA	NA	0.1171875	NA	NA	NA	NA	NA	NA	NA
STS	NA	0.432098765432099	NA	NA	0.383549783549784	0.256917631917632	0.817444219066937	NA	0.906803355079217	NA	NA	0.324616751326849	NA	0.713793103448276	0.893121693121693	0.388888888888889	0.5375	0.341818181818182	0.75609756097561	0.952380952380952	NA	0.423348506875946
SUV39H1	NA	NA	0.032258064516129	NA	NA	NA	0.189765458422175	NA	NA	NA	NA	0.000117633219621673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYAP1	0.666666666666667	0.666666666666667	NA	NA	NA	NA	NA	NA	0.415204678362572	NA	NA	0.21101940827367	NA	NA	NA	NA	0.187753036437247	NA	NA	NA	NA	NA
TAB3	NA	NA	0.257455531575189	NA	NA	NA	NA	NA	NA	0.0178404611101768	0.00521852576647093	0.0135936846843951	NA	NA	NA	NA	NA	NA	NA	0.274074074074074	NA	0
TAF9B	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.0288404944084755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D25	NA	NA	0.0071559330482314	0	NA	0.0121951219512197	NA	NA	NA	NA	0.0298507462686566	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0098609512551716
TBC1D8B	NA	NA	NA	NA	NA	NA	0.234303215926493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBL1X	NA	NA	0.343043292008465	0.0355790587847302	NA	0	0.0458901725757278	0.0832495696358164	0	0	0.141221374045802	NA	NA	NA	NA	NA	NA	NA	0	NA	0.0026417218829843	0
TCEAL4	NA	NA	NA	NA	NA	0	0	NA	0.0804502907096619	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0288453591205886
TCEANC	NA	NA	0.256464727858765	NA	0.266666666666667	NA	NA	NA	0.184339314845024	NA	NA	NA	NA	NA	NA	0.272727272727273	NA	NA	NA	NA	0.0945674044265596	0.509593228704892
TFE3	NA	NA	NA	NA	NA	NA	0.00483366505544542	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.054197662061637
THOC2	NA	NA	NA	NA	NA	0.285714285714286	NA	NA	0.107461620849697	NA	NA	NA	NA	NA	NA	NA	NA	0.411764705882353	NA	NA	NA	0.763779527559056
TIMM17B	NA	NA	0.0452650964427646	NA	NA	NA	0.110007244127083	0.0226633181034222	0.0206185567010305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
TIMP1	0.123182527301092	NA	NA	NA	NA	NA	0.246231155778895	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
TLR7	NA	NA	NA	NA	NA	0	NA	NA	0.0449861774315159	0	NA	NA	0.346560846560847	NA	NA	0.179219260919143	NA	NA	NA	0.143939393939394	0	NA
TMEM164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0539593552908195	NA
TMEM187	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
TMSB15B	NA	NA	0.500246515171888	NA	NA	0.0625000000000004	0.215686274509805	NA	0.391029574180881	0.04225352112676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0566037735849059
TMSB4X	0.107317073170732	NA	0.081714133617248	NA	NA	0.0194068829320345	0	0.233005699152668	0.143810652156791	0.021669562037122	0	NA	NA	0.0950226244343891	0.236484045755569	NA	0.304347826086957	NA	NA	0.391891891891892	0.108910891089109	0.199465423893733
TRAPPC2	NA	0.166666666666667	NA	NA	0.31030981130682	0	0.411251171109786	0.0925589836660621	0.0603213094877236	0	0.00673400673400664	0	0.146562261268144	NA	NA	0.615384615384615	0.236363636363636	NA	0.156403470540396	0.614961013645224	NA	0.402390438247011
TRMT2B	NA	NA	0	NA	NA	7.40148683083438e-17	NA	0.126637554585153	0.0306946688206781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.016641452344932	NA
TSPYL2	NA	NA	NA	NA	NA	NA	0.0449438202247191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TXLNG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.274406332453826	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10699919549477	NA
UBA1	NA	NA	NA	0.175572519083969	NA	NA	0.259955362386937	NA	0.21259842519685	NA	NA	NA	NA	0.229299363057325	NA	NA	NA	NA	NA	NA	NA	1
UBE2A	NA	NA	NA	NA	NA	NA	NA	NA	0.0357345433919458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBL4A	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBQLN2	NA	NA	NA	NA	NA	NA	NA	NA	0.095517344200378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UPF3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UPRT	NA	NA	NA	NA	NA	NA	NA	0.0194643641153228	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12751677852349
USP9X	NA	NA	NA	0.00452488687782777	0.149659863945578	0.298780487804878	0	0.120945741133676	NA	NA	0.0529862886358354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UTP14A	NA	NA	NA	NA	NA	NA	NA	0.0886075949367093	0.0202482037883738	NA	NA	0.0141448778396914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VAMP7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
VBP1	NA	NA	0.157883298924264	NA	NA	NA	NA	NA	0.0482422223544109	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
VMA21	NA	NA	NA	NA	NA	0	0.0816467472986106	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0.0505050505050508	NA	NA	0
WASH6P	0.326530612244898	NA	NA	0.135135135135136	NA	NA	0.0554242719367972	0.264705882352941	0.000689179875948052	0.55280357757138	0.831309041835358	0.398418736742457	0.771428571428571	NA	NA	0.777777777777778	0.8	0.28	0.0384615384615385	0.319148936170213	0.489216799091941	NA
WDR13	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.0238976775496468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WDR44	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.118717489592133
WWC3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.181757671739081
XIAP	0.137566137566138	NA	NA	NA	NA	0	0.00283957355760732	0.0349815070352876	NA	0	0.0374037403740373	0.00172626509399412	NA	NA	NA	NA	NA	0.269230769230769	0.00840336134453798	NA	NA	0.0470744403277528
XIST	0.861386138613861	NA	0.674741396611275	0.354838709677419	NA	0.557423241352507	NA	NA	0.690605776839345	0.855648527296471	NA	0.785868674809574	NA	NA	NA	NA	NA	NA	0.633507853403141	NA	0.650247046964648	NA
YIPF6	NA	NA	NA	NA	NA	NA	0	NA	NA	0.0262614340513426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZBED1	NA	NA	NA	0.755577221034316	NA	NA	0.417567758448273	0.826614651061986	0.743079198469524	NA	NA	0.552711376585716	0.809151588180598	NA	NA	0.831126474212611	0.844421101774043	0.909850907089233	0.79489636719195	0.833851635652508	0.647328623150664	NA
ZBTB33	NA	NA	NA	0.0513833992094859	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
ZDHHC9	0.102040816326531	NA	0.0706319702602233	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFX	NA	NA	NA	0.516476658277998	0.263888888888889	0.595588235294118	0.493711414278862	NA	0.552913818105289	0.374499373013121	0.520255863539446	0.686922874711097	0.628021579001971	0.546656023839932	NA	0.654196535244922	NA	0.663504349108064	0.476962892180284	0.73658368029486	0.534876392661772	NA
ZMYM3	NA	NA	NA	0	NA	NA	NA	0	0.0182328190743335	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF275	NA	NA	NA	0.0187155185402445	NA	0	0.0449449967246637	0.14026730148168	NA	0	0.01193139448173	NA	0.0540540540540541	NA	NA	NA	NA	NA	NA	NA	0	0
ZNF280C	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.176954732510289	NA	NA	NA	NA	NA	NA	NA	NA	0.032258064516129	0.0370796205806267
ZNF41	NA	NA	NA	NA	NA	0.0243902439024394	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0590525632706035	0
ZNF630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032258064516129
ZNF75D	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	0.0423314695149219	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.417249417249417
ZNF81	NA	NA	NA	NA	NA	NA	0.133782483156881	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZRSR2	NA	0.550724637681159	0.388959123472398	NA	0.631578947368421	0.958677685950413	0.278886466543686	0.948506694129764	NA	0.185786660900981	NA	NA	0.48314606741573	0.415927419354838	0.282352941176471	NA	NA	NA	NA	NA	0.141923181694361	0.635036496350365
ZXDB	NA	NA	0.169435215946844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.24114671163575
