7165G_XY	7169C_XY	7176C_X	7178C_X	7179C_X	7181C_X	7184D_X	7188C_X	7194D_XXY	7196D_XXY	7199C_X	7200C_X	7201C_X	7204C_XXXY	7219C_XXY	7240D_XX	7241C_XY	7246D_XX	7247D_XX	7252C_XX	7253C_XX	7270D_X	7271C_XX	7272C_XX	7273C_XX	7274D_XX	7275D_XX	7276D_XY	7282C_X	7283C_XXY	7285C_X	7286C_X	7291C_X	7348C_XXY	7349C_XXY	7351C_XXY	7352C_XXY	7379C_XXXXY	7381C_XYYYY	7390C_XXY	7394C_XYY	7395C_XYY	7410C_XXY	7417C_XXX	7428C_XXY	7380C_X	7437C_XY	7383C_XX	7491C_XXX	7363C_X	7384C_XX	7378C_XY	7459C_XYY	7480C_XY	7456C_XY	7385C_XYY	7503C_XY	7450C_XXX	7448C_XY	7484C_XXY	7386C_XY	7429C_X	7434C_XXY	7438C_XX	7439C_XX	7441C_XXY	7454C_XXY	7455C_XXY	7458D_XXY	7463C_XXY	7464C_XXY	7482C_XXY	7487C_XX	7488C_XXY	7490C_XXY	7492C_XXY	7493C_XXY	7494C_XX	7500C_XXY	7504C_XXY	7507C_XY	7508C_XX	7509C_XX	7511C_XXY	7513C_XY	7516C_XXY	7517C_XY	7518C_X	7519C_XX	7538C_XXY	7539C_X	7554C_X	7555C_XXY	7607C_X	7608C_X	7613C_XXX	7623C_XYY	7168C_XX	7281C_X
KDM5C	4375.84113747369	4833.95554878667	4232.80409057211	5226.98784089542	5489.13657407735	4870.75450900292	5792.91668378088	5617.40557853262	8298.23601143901	8337.79510469713	5562.81865695734	5283.55217345167	5309.96611021825	10523.3218049112	8505.21336978217	7915.48291186989	4888.57185175888	8903.41065213809	8708.64882580376	8066.41828861807	8247.8414137564	5481.59159823786	8064.31584406504	7416.94664509331	8526.07444766147	7803.33358665016	9268.57306521907	4986.08096623691	5056.59799568567	7055.12927673801	4536.35086594096	5119.52702104658	4556.50769677483	7785.17682820173	6337.35631796255	6309.27952388742	6434.06312680278	18571.6476578428	3787.61631356706	7832.87322016129	4799.10992630219	5234.25849762612	7138.34453562813	9388.33924518564	7475.24956192719	4323.81807296359	5289.44405437874	7945.34291264189	8161.67926618914	4836.85879493634	6134.75367539874	4501.41094690291	5066.39240772756	4765.78072619101	5410.55597533142	5019.82488325392	5026.52749838133	10301.0090831417	4247.59107962783	6187.43831771305	5089.05860465967	5829.12810579046	8509.99969408578	9171.78594080696	7993.83973173737	7750.0074805397	8042.29968788627	8126.95603630849	7752.38934033925	9492.78732082842	8937.63550870535	8160.73108393237	9333.04073994381	9325.13690727425	8129.63688501977	7850.88979483382	8230.45494847129	7546.36874655736	8405.46791055366	9338.02872844665	5499.33441766111	9574.13315530821	7820.89625260484	8828.56831306076	5764.07902013136	7299.63713035797	4867.84592331548	4658.93703882094	8405.97206974603	8741.07075043418	5545.56546977993	5296.52464645721	6356.61820902776	5146.88485533077	5180.12848452322	8428.37736294108	5563.27802596451	8992.66731852517	4981.69979110716
KDM6A	1253.00294633376	1286.48208117663	1148.03516825343	1202.6832292816	1243.956332063	1035.3500085064	1318.77973413401	1151.65655745889	1799.39661255274	1740.18614881157	1260.97637839421	1201.3952114195	1303.86233843071	2267.74070539539	1847.30249578427	1719.30543765181	1475.59692777441	1747.16846585562	1925.63406439843	1848.60275114146	1802.32690064909	1233.30026172337	1796.88349424093	2004.00093761681	1872.42285043835	1694.14725273884	1780.98094322782	1240.88171432848	1307.13663212221	1923.08922004968	1438.66924151464	1350.33385735389	1359.49161788045	1918.77503007691	1739.86851571571	1899.89320589341	1916.15356574729	3164.45922936838	889.049527717049	2039.4189542454	1297.80764010118	1302.90400411149	1945.5743259489	2540.35223247377	1756.96319979641	1139.23870284076	1317.41047233517	2034.53409210444	2163.2106245398	913.867955080615	1578.56340535461	1242.50624432761	1196.4724769373	1547.83403746092	1230.14901055159	1287.20182165108	1229.90931579699	2316.73269016232	952.580892995594	1685.11278141464	990.326430230547	1471.83714716406	1782.08862234479	1904.10223343026	2076.24461116435	2011.68217761595	2182.7287294617	2365.97759499024	2450.86869056383	2242.8557736216	2108.16587831757	1980.58393451013	2107.45374549147	2134.92793594076	1786.33550261396	2019.70174184989	2099.69072790632	1969.28730021986	1995.22889914361	1972.07042992505	1550.55329102442	2055.62443488838	2125.32201583794	1840.58742679308	1470.12509659292	2053.79390054948	1393.1219148203	1309.21176223554	2063.75097365476	2122.14478157013	1504.26618231593	1424.50443547619	1845.8472436505	1383.3872238495	1429.2656278077	2328.53623971742	1357.18065431829	2264.92907658452	1466.41164629338
KIF4A	4075.46025509077	2641.19428873915	3558.85485348565	1972.09981785423	168.132416689342	2002.71585890332	2829.91823431393	1328.33162271293	1939.5811274278	3115.63650240489	2175.4695797474	2368.82656170675	270.257350591045	3048.44241004152	2090.7494026083	638.164709950346	266.716727139953	2065.10550866665	1748.03040042882	798.993554593117	3378.56583329845	2548.27977064658	2278.27411626932	3274.20420978082	2400.54409322467	2716.81038559836	1692.52428928724	4024.01784397445	1311.34301223477	1753.55225623263	1974.40807776078	2702.93219820002	4068.95556643213	2597.48380698498	2119.72359330847	329.812911685012	4657.79711297387	1256.1397261325	5673.77444320765	2759.70418465696	1865.6646452121	1212.52169929267	2035.72904419604	2555.73522533802	2379.65059867357	1994.8238034612	1571.48132991214	983.933893235872	3507.59336730077	1386.15926902139	3911.44440208763	452.671684985424	1347.6779186413	5555.27445717601	2273.65344257929	1566.55674697581	1892.11375667252	2437.99644065251	3453.75168638108	3859.33118493524	1344.03825288947	2686.87780538043	2962.33839096148	2631.39099148849	3237.80305996046	3935.53182948854	3524.41919473357	2094.05568718894	155.169515006006	258.00755136547	206.365486426713	3217.88708558943	2687.97760503967	2216.93697022094	2650.47525106237	3807.46273647874	3218.72779673281	4017.9840166712	2256.81980654686	1288.69199307329	1526.95412917233	1642.68660459372	6926.74213872488	3512.83787605447	3340.76704455354	4698.53604276029	3648.79968860679	3855.24726289817	2529.54714449411	3240.65634843948	2884.0588611732	3231.59801123462	4853.35415548294	3101.40544919313	3388.72908837904	2833.04261300708	1493.16113648841	229.094766211023	970.677393913097
KLHL15	897.916115089425	866.159619629925	857.228966550802	800.850341045261	872.911494243509	664.127134387667	903.122431352974	649.129128113694	645.183856605739	751.107947312832	896.334788010613	864.680840694072	986.621977634474	868.898849641749	910.454637500777	809.021435869091	991.891399073389	564.456255462594	708.443047162717	669.765198689337	844.704889018403	919.619611164174	874.409511677758	917.938732793541	793.09733414914	767.603037340828	802.042588074047	1031.54243687797	816.846575368942	767.828683452881	838.074506549728	899.538605296333	923.148064949187	789.128127521847	1002.76860470891	1213.03196475532	1170.49673793403	868.629203744461	978.638880595786	1308.41536348408	971.133923826456	881.437823742561	1030.09820180933	971.026528663498	851.771114855044	705.953964046772	949.880345109295	890.295659898415	849.378738262548	549.954062580218	877.426880583136	710.753250945199	897.747449236757	906.081372834033	876.953956320451	907.024385108285	726.062296312784	548.999351881645	498.777652195382	776.975749410111	597.256673768154	927.581792927155	735.673441112604	935.712231569914	945.354135646407	1125.27593206543	1056.92112841514	1033.20506219133	1056.82485741988	1383.03235899792	1249.20691020856	837.729045018674	999.238679854652	1054.91358387174	945.1216859069	1135.39249875006	1009.51138379174	1235.87698867828	1009.66152189902	901.501798969975	954.150196519855	963.43319309677	1180.77853360244	881.839760322245	1072.42220564851	1257.53495751947	1195.39749761777	840.873993677831	1002.03263789268	1083.01044669699	980.443547498436	979.915414644294	1423.98632246707	1173.71802170658	998.121719941252	1103.06170409569	1033.32027436344	1082.36897814666	1043.57347395152
KRBOX4	802.127242030636	710.766250088979	851.214460752657	714.501569922331	755.108155735875	762.23378364077	758.140031529883	628.749149467337	624.392683642654	671.256565137813	703.184876439506	644.572603531126	607.116133634119	631.628316649012	610.87098643837	553.322492363896	681.020850199592	733.595348231812	847.971856108695	758.336631248244	637.436797531061	679.353467043979	685.160088127417	858.548537942427	638.641117032857	686.656724859391	636.134698166549	663.98474897397	735.646541982937	840.140174013004	723.411949691922	741.295070978429	852.717744852292	652.548522856721	520.115770198929	575.139377041747	621.346204218321	628.199760810715	639.168626652433	620.929623587845	717.720224647599	718.154210225287	574.067768917383	674.905101804692	622.60348831142	748.071039403733	733.197243884703	575.339340994184	738.493921538744	672.921680624068	678.692202437911	468.496775043162	641.68270001453	805.655121196684	722.022019779421	679.32363119009	807.654926540523	822.600893518864	751.121827666816	726.188051579774	799.270855531629	483.079939061038	474.12932033029	406.618577315145	491.519333906379	572.952961317562	538.897683446622	477.345152119993	561.476805264475	574.667122728475	455.884392750009	465.583382778368	486.802198846084	508.762816845777	590.095709837293	516.790293655246	553.026320788688	543.284710410718	584.552294819764	541.857669029362	625.812358237327	527.321539928663	587.885093424252	462.638372459341	541.619431096282	528.363723551478	545.117325293248	536.282113493043	571.285529987973	565.478495203128	432.289107461089	551.855649155922	525.357229207403	586.395170101461	550.633672526455	560.818090872176	467.693520192932	611.803184748966	578.219958222215
LAGE3	260.945193352949	307.238058633189	225.035800431638	543.010852445236	605.955186160621	573.765730542991	505.376138274623	422.523074827569	341.14710254163	375.252276600201	460.132499339189	562.760468235847	421.006709094167	364.84673739818	393.924296579907	441.23309735677	394.133425545797	470.042023272076	384.693753201741	486.041740190542	435.445824997825	452.254914115999	457.701082762642	304.7345616255	378.874851885881	436.52062170128	478.305052255613	383.495083673777	358.535186404959	282.636642489171	347.249656529107	361.525508278551	339.22510191805	332.331398946501	410.618797341516	325.368454739451	282.491630681353	251.817744995929	325.268829903169	211.640348134057	356.517747055194	355.153334303473	319.523675822965	302.106714948498	391.499857813543	333.367026271909	242.834974824242	273.766337095461	241.780674819096	723.589278023962	299.706567192815	314.971505602517	342.222998353271	212.807826126023	287.860755820962	315.292245724872	361.22667456565	307.383652494124	436.378280498144	267.251317650167	271.556489195923	304.440842083793	271.636188308725	353.143489194317	328.230813271664	288.988071028931	275.721922233551	193.461349447854	210.93910969925	241.607000893354	292.692342528006	293.161311381712	236.76589908603	224.907207270082	355.044875835887	168.243000039363	281.890144657256	269.923184097168	334.856178494781	300.335539703588	314.028559932681	318.355009520622	273.726491210362	251.853157897484	167.747005119995	183.562171197692	188.226193383253	421.682482820331	380.45405017199	237.541101493175	282.496147783581	341.006165926837	224.868065657348	248.532481953878	205.51903162248	261.241479427634	309.398258470019	133.651310293052	214.885364337737
LAMP2	13320.0569631042	14978.0506295806	15167.8217922465	13569.4661243888	19255.831781277	11645.2590000437	11808.6157671588	15200.1473176948	14656.0236413698	12884.6823832961	12257.0373585747	12433.1968908071	16138.3752291676	9762.98270262282	13341.5170980583	13098.8768040577	16975.4597951184	12397.7068645726	13791.5716244392	14151.8819250223	14072.7492618899	15217.2064621852	15261.3915096264	12483.0956780782	14288.057671743	11973.1575954283	12254.7708681526	8917.06913414976	13913.7787384001	13186.67355004	14706.1949073115	14056.6942090441	9542.33346116405	14073.731137457	16337.9237570353	19200.4132027151	12761.2415598187	16814.9352421964	13143.5623249426	11813.8368948813	15007.20038476	14075.4336427944	16358.3828250885	12481.0780060801	15902.1625598444	17630.9059661035	13891.3779670404	18526.2764903608	11732.4733706042	14197.3666080294	17540.0091098265	18089.395913682	15978.2527583755	12260.9493887881	12603.9269564063	17488.8086224646	15089.3886548184	12689.3079582922	10883.1828506629	10020.1641728899	18232.6546807232	12976.971700718	11836.5562473406	10798.8178678753	11730.8865111006	12915.2071817695	12825.302940006	16970.9590814057	21002.6499253483	15418.2500765892	17765.01781619	11992.1421028216	14788.1002102955	13627.7003643379	13681.973396133	11865.8305019693	12589.8081534703	11736.8480863315	15107.0768619446	18756.9429138508	14731.8170317235	16826.7564722346	11953.0103110784	10583.0849056892	11787.7320766925	11468.5377497	15169.9577952175	11884.5339222927	13379.2412459726	11894.8983584718	12207.0573123041	11695.3370909861	10790.5688538561	12021.9852882518	11743.1318677232	12524.5676316044	14157.9415707446	19553.9163265512	17744.0951627365
LAS1L	1753.06012164606	1661.06761865421	2195.8983395464	1623.14377943171	1198.19846252795	1763.52019617473	2280.92944482349	1617.09180557626	1536.03445870405	1965.51889471455	1768.7203833624	1988.2122586036	1210.74716827158	2089.0966576363	1659.99918436438	1357.91313384614	1186.98153113363	1816.44343836286	1562.44510837788	1335.08891778962	2089.60748389397	1684.79988698468	1640.33806847377	2032.39632987673	1701.13231421256	1877.31256824375	1743.95573506163	2981.97591652657	1460.45529189402	1621.1153789671	1741.17477753161	1737.94399835087	2552.31656203964	1885.13270858197	1655.92758970588	1363.53944186797	2269.05038238345	1372.53265168668	2329.95776399693	1977.51565398398	1765.75037398129	1732.98850581149	1751.35607377166	1814.47190724323	1869.46853035902	1668.08494887223	1595.63616191442	1236.30049967296	2169.9609366689	2028.51872501424	2073.68520478315	1257.02989583212	1398.37671899682	2326.32538201242	1840.13140647174	1232.58744293836	1636.51525734739	2033.71950585133	2584.20200093899	2367.17264864441	1460.74472855359	1968.40811588679	2133.03828072341	2290.77061972961	2538.67262395981	2750.19405872073	2566.10860344438	1784.67440935819	1204.99677837929	1177.25900178458	1205.27662709289	2555.50236199022	2211.22676014775	1769.26692629919	2459.93445389399	2533.00537695507	2578.71586030777	2723.72781605776	2108.50410399687	1879.1059429143	1893.92633876526	1707.69891024799	2899.3810325581	2685.63340543577	1997.4319651117	2354.45721182449	2472.984404504	2494.03071689907	2235.47024255051	2049.31461040774	2146.66060129323	2188.38491505639	2416.3120980908	2471.62945385399	2456.9327823119	2371.72024244712	1511.61052109009	1241.17427243924	1500.42874848909
LDOC1	864.888818599358	1355.22865362474	1606.59336555492	2210.09386453618	1656.97391897741	2294.41940364813	1767.49935013311	2104.4317802338	1582.29359543547	1271.88394842481	1469.52944307495	1861.44328746472	1490.62886297964	1113.39931983688	2554.78281447592	2270.64023229952	1258.33989931489	1602.28339996497	1431.72808367426	1433.93869138697	1273.28231971166	2005.01769263335	1663.76901798836	991.11544131263	1146.28282099903	1295.03740962552	1694.77679830144	910.661559379504	1612.13571876113	1440.77653264747	1194.40465441746	1139.49705299772	1323.91641837347	1370.2995764169	1559.97902982455	2029.79471303547	1191.61108526243	55.7769407621325	370.276582108626	1549.10555485174	900.814886882927	1652.3500916515	1059.65358569495	1195.55565378964	1401.44290174938	1514.10306607163	1028.73604445746	1381.09719839033	1293.85307389352	2124.90233005641	1009.46565245881	2305.05511789332	1138.99555748646	597.358682696998	959.703125765163	1572.30518779794	1127.23440754411	1592.563420798	1764.73265774865	1190.4099995622	1506.56596984438	2419.70866311136	2309.35754396884	2549.91766350776	1673.70431208515	1414.62432708205	1311.20544951726	1475.56809695943	1668.96739155512	1867.55351653902	2688.98585529118	2305.57785691954	1940.39679712259	1771.47692242758	1724.49924292316	1204.72560681739	1593.32796053716	1989.28400588136	1556.00495438059	1553.4806470935	1414.5726660846	1225.40688344045	1155.56951743177	2027.64370696768	1635.04715261888	1218.00679373258	1562.25569851713	2229.16886219948	1215.16196416773	1545.46374663924	3464.09168274311	2511.20068524016	1584.09244035062	2193.66323393912	1985.16653104516	1423.83701314383	2350.50273076628	2155.89850401174	1560.06091386247
LRCH2	559.857105221507	708.622914337085	669.181857375366	550.001968861455	650.176238840033	697.897432400362	427.059324934357	401.443464198884	501.168503501117	350.033064088071	717.015105570119	553.112481311196	909.632429449282	545.680279531771	519.924350365267	772.799135490335	805.018940356423	540.899589082221	686.736039003853	541.070045518902	299.2138111962	537.830581746143	413.400471860144	513.648133163647	605.846835795748	386.220392087512	578.969845064819	266.033624217074	747.491205139122	736.788349186364	625.328054967179	584.950091046891	718.52486914265	490.168031118272	613.77878204845	1078.56582390472	810.099645314899	101.834880278125	295.932020855983	643.504947276472	668.701970707488	640.186205078559	1057.24053628356	909.741145100133	822.437393289098	706.232874378987	1034.83920828751	307.506676727324	615.523297816829	521.066251089222	262.725148586807	643.325533433956	837.288272859829	574.616657749607	756.29457915764	345.569641822623	869.608772820621	731.726442752222	521.340107200929	539.74908839456	146.776207940671	797.684364075872	666.546081073891	612.749066896191	770.728336098278	780.423410249009	885.787353529688	982.422774729581	865.140917786143	1163.58497312438	1210.21365757052	670.686413420496	664.540296589531	526.67169857314	663.206305740695	667.210700876086	758.312083048362	989.835720483933	823.159013495845	873.898185106091	950.818919121379	884.383440251971	737.587271161669	593.899125976611	925.502830460688	672.539202082652	946.676378727725	683.773084096877	1043.42763479001	584.953312735368	905.075786121742	882.103305094755	803.688235199116	1178.119493967	667.501197064103	826.507795954926	1000.61669521349	1162.4465621702	810.809139030966
MAGED1	21290.4998641639	25493.5722133468	26208.3166504944	29053.6137710924	27558.4014309304	32879.190675422	29807.8852780555	31428.2879670834	28271.1085415182	26531.0948918079	36961.4326738053	32360.5658174385	27477.1380628902	24767.6497349182	27952.7432674203	37115.6400361735	25267.7676407541	25537.1602003477	26794.4974180136	30581.2263379636	27381.5348762901	28962.7652581409	30773.0859689676	25572.7618761333	32315.2589339864	29709.5344546441	36836.8172658815	17977.608149267	34534.7378640692	29545.8519638594	34404.0156698063	24511.8381728479	21295.9370462591	27963.2161687668	30988.2971325667	33898.1322837988	22996.7175238308	31393.4455121815	13701.5290366231	27350.0819655677	27166.847670187	32133.158297343	34457.1122691009	30336.848424729	26265.1819491287	31592.1820221683	29916.2703251496	32721.3128648951	26684.2633795059	35399.153442494	24649.3914067703	37662.289158986	34631.8652476603	16439.5515139848	30839.6043383257	31966.3578368085	32906.7831534303	33754.9871743093	31728.6733438825	26519.7918033995	40838.7420022344	39576.3439593951	37347.6765066379	45653.4110735509	41580.379745005	35363.4631358028	36456.573038887	42483.2135602694	33999.7654223201	41600.3537399602	46432.7164608376	39667.4780552632	41238.999723086	46499.4211304562	49422.7812533856	35205.7218099868	44191.1380427481	37443.9733400333	39336.5350118327	44166.0401582166	42318.8466670884	43087.4809194142	26721.7115809097	41790.4279040281	33874.8294750387	27298.5502549065	39810.8743329483	30296.9137970078	41713.9230179874	32953.4267368065	46838.5918081154	39197.5074952923	28059.8039408162	37015.1169150324	37928.6752434301	39524.4474288275	56325.2902011267	38261.2228755893	45472.4397512344
MAGED2	12225.5565921003	14513.5115095904	11907.583566579	16978.7827393558	15563.794794473	19297.4343249466	15820.7350597408	17931.1593673017	14391.9987660373	15386.5501590382	19929.865542061	15492.4735153516	16518.6085913281	11243.9909263834	13704.5457028942	19335.2780666735	13290.3434292485	13757.5789695765	15494.9770852264	16840.7038184985	13235.6617155351	14381.389180864	14488.440502951	14655.5812427473	15590.2738022718	15330.1451593165	19627.8590006172	9170.6488771903	19952.3297856767	16449.1720208522	17776.3956513829	14878.3044191638	11806.9823739775	16111.6062486595	17920.7956678599	17860.0825311952	10939.1599476056	17445.1363033451	8048.88154780713	14098.9578088522	14383.07288175	19610.0052358504	19075.6798812567	13980.5910351536	16533.3464446644	17899.1763508176	16777.4222459133	21736.0157553755	14896.6517533778	27474.4399217222	13230.0482206702	17586.9232674523	22058.9171855861	15102.3946361919	18389.2652484575	18887.8934478857	19258.3230129828	19271.1533102561	19016.6092193944	12893.5713137091	24093.3977272116	14728.7791585124	13821.0474267119	16214.1663644624	14960.3752625679	12960.2954101547	14220.9282583486	16365.1143244066	11595.8583294743	13746.4355714271	14739.4802457445	14048.2938634833	14724.5153827497	14759.9823309747	17320.1928691879	10867.6249427251	17311.6331672178	11986.9149102764	15455.8251639174	16432.474712132	16807.8198071447	15744.9082821193	14161.7889858715	13295.9286797228	11893.5755363237	9590.45777886621	15056.8848493674	12713.8302228171	14210.7321066176	12771.8069341659	16400.3806396772	15825.049532769	10831.9023236736	13913.6533913388	14176.2755791768	13214.7013108302	19340.5723790802	12834.788758918	16488.1196063398
MAGED4B	3633.49281615892	5923.81884315518	4312.04494329215	7918.10862342092	8249.36263744984	8935.17155032378	8587.07022572296	7723.17511702117	5053.15940152607	5073.14336699405	8829.56259853359	6554.53667519265	7059.22521154237	4313.08333329108	4520.66194371392	8765.68630891761	7179.99504717479	4964.57427989504	7184.55537822443	7698.68899438147	4364.60221923615	5720.91780617576	5596.55521644612	4104.23674160328	5800.64513348201	6362.60920854086	7056.83978332589	2731.45534617685	8093.45022510954	5498.31038626023	7796.84638223015	5007.41257314785	4134.52140684343	4800.26151630695	5110.84531563445	4007.52970476481	2582.4022402632	3389.72791564256	1023.27561686037	4565.80693154119	4134.503186501	5642.01969092103	5216.65660505283	5208.88118369133	3957.02899605904	5273.57913074211	6372.92408454508	4407.21130850851	3796.20225980284	6927.76039193549	2564.93875852799	3512.68158116787	6145.13577878513	5022.56894123576	5874.58676100307	4360.53885009893	7382.29823208768	5702.26943822155	5557.28589861621	3810.59541153058	4712.71166143537	7505.98407878556	4024.74522234646	6227.74043610427	4619.09302653108	3561.98970866857	2994.74516230099	3980.74190382843	3540.78242520765	4908.07747514768	7085.10171100309	4627.35236695068	3899.38495244338	4348.02265633905	4467.79913808274	2766.0159824764	5764.95476902178	4893.76754326477	4713.50750799301	5205.03498929962	5347.86083061402	5156.04916941417	4584.99922916871	5193.72746850625	5322.26186967036	3101.81534822099	4812.87308721026	6265.69933924245	4676.90202025741	4240.74977668873	7080.42821786586	8087.60524072022	2957.98191946371	6422.44434559353	5740.17986011326	4007.52790228948	7458.37821127759	4180.71389173142	6609.51652786433
MAGEE1	161.403149083332	145.828823910556	229.893433810856	173.941783989313	180.950914181104	197.870157458692	205.761494013156	196.019723946913	256.984451075179	234.995286057741	252.072263657613	179.681862836721	159.675633480915	298.532323994134	219.799670953989	280.406850362914	256.836942644175	222.459727677711	253.446494196264	271.576439398785	283.491496930465	202.140617955552	278.285840367676	282.786236739817	301.923343772178	250.269812056328	293.14377140502	215.453967139797	215.215558627276	292.995266019064	223.506625218509	180.124325062229	177.227012631333	259.737071389364	310.472017977343	334.096207377336	341.066201451253	327.817863776733	249.586519975825	256.323977169171	248.17324881689	256.880708156015	303.777104801011	306.368329248064	232.016149292444	177.726404288516	222.60444461478	255.723282838108	269.98198341242	103.597381211483	209.985058462992	263.940157496577	260.976665714305	264.137898302513	213.502467138355	311.728341683803	226.389007851797	295.389641086028	200.243013800505	241.301201456665	214.920864899383	261.202199346217	316.277679319727	407.742688001422	281.898218962498	255.526294152279	262.179777886594	317.687423991183	304.225009495489	412.66017622624	393.866684071033	332.890073675973	275.942271172151	371.424210456801	273.225414398594	367.842927082006	254.471968237152	310.42944415849	272.270012090372	303.646361385174	242.630547920001	247.889089583165	185.301182397883	408.08053489352	226.442416675957	326.34809673295	261.989523978695	173.707772221219	278.373905828887	342.958378932749	300.547538890252	209.711632957575	318.749611894958	282.550767659913	221.829661724515	315.351611601554	325.919269916699	473.86968093242	235.540339693357
MAGEH1	1119.0957382581	1255.75419106874	948.615729535209	1575.57947815175	1828.35415800741	1910.97108903058	1364.60687033167	1696.85091809897	1472.42922597822	1479.28626016722	1891.24416319806	1709.15333282208	1415.62342063248	1465.9877872214	1683.97823077275	2430.28552040593	1714.31831464843	1496.46420840585	1463.15852460002	1834.12807290613	1393.46366828585	1537.30913668233	1567.75185413117	1350.69857490996	1569.9750029471	1691.495620908	2118.9062421154	964.861080539352	1879.79533226705	1779.54489825523	1722.06777374752	1326.00459040346	1262.64017495004	1459.51125903794	1931.63734620821	1525.00355258489	1214.15409340861	1378.87863634457	881.049710800842	1581.85146896428	1355.85519030467	1821.2016807199	1874.96771232585	1630.7073214679	1624.91856069811	1336.106592161	1683.61111956741	1505.27585040746	1503.33790102533	1486.28777515813	1083.01421604411	1228.9768150653	2015.00449247689	1192.83614579466	1629.48876453574	1818.85349632708	1416.88227057089	1811.54194686421	1641.4580451421	1541.9277117422	1593.77285035396	1194.23415473927	1261.47810321803	1440.32785837036	1563.76086858193	1223.24463417835	1475.29014483227	1560.32727903756	1482.19913880244	1284.28099845235	1835.63381473055	1367.9730657951	1387.3622451613	1375.06224058916	1491.37188627521	1189.46224128927	1574.32529035217	1313.71140757494	1239.57670128666	1503.10098993867	1386.89056774947	1315.82990547338	1229.28068645378	1415.98175485579	1149.95337563035	1014.3004500184	1436.78917659316	1388.42787721549	1435.50788956941	1082.82949626429	1694.96751010479	1304.7213598023	1138.46416031481	1387.53169377507	1361.67423067626	1208.04178120367	1556.35722592955	856.332825345746	1228.35657346768
MAGT1	6641.24603876249	7568.58922517341	8050.59809886352	7859.07748481266	7291.82169883337	7080.43339293156	6022.30512882361	6009.503735183	6045.73754064759	7133.53441824633	7741.70556927967	7108.32815404678	6388.33852564505	6638.92690838561	7288.10408827186	6109.35952162525	5991.69173627049	6154.17407100664	6502.71544588098	5674.80309789393	5783.12726339678	6820.94562163496	6446.4243036729	7429.48480685453	6880.05980481969	6240.29322560137	6303.52694672192	7122.61181594427	7423.5343968901	6589.82337898182	6648.49701571724	7434.72043769398	7969.03163378518	7582.88227974475	6380.97114929456	7015.14221291077	7858.87476761038	6456.32369705659	7145.94570767344	8407.00934399428	7629.03468709692	7207.33518706318	6985.69103731626	8121.32745930134	6119.51447313667	8801.00179515248	7873.32557548741	8490.10077728866	8294.93450572571	6614.47226887688	8592.56359043622	9826.27781562439	8353.28720038424	9462.11375827828	8197.17038346011	8162.65037624612	6626.41367758833	5643.70415188786	5334.65744047637	7128.35181875408	6406.03843525248	8111.8432824841	8135.65948956252	8320.48923713112	7850.24433885633	7214.99928246322	8027.13785733793	7940.32926757191	7504.17219686365	6985.85722775473	6718.72712576854	6738.15499031925	7186.52992984843	8129.57665827159	6958.53816646497	8604.14237367019	6547.80560178013	7512.23110017624	6886.67745050119	6770.60572533657	8344.65593692582	7676.32934267272	8713.54302719637	7243.87239199769	8638.34225193422	7959.76605308724	7692.47610740904	7024.7128955526	7827.77814790368	8771.32870645485	7254.52150699356	7001.25980483265	6728.88127755119	7570.8882739705	10089.8881093825	7710.22589488883	8791.034065827	8968.63617806199	8405.31878829301
MAMLD1	1981.97442502778	2456.6058754335	1458.84159822711	2569.57044769988	714.93744735584	1505.19402686864	2397.66370443139	3535.7139651755	2715.4942550806	2556.97043826424	1263.21181641223	1850.43815636425	2005.15513379335	1541.6819401571	2013.41933980579	345.005830171369	465.001342308713	2063.58743399346	1894.01667706437	2857.94502156888	3349.43695216072	2043.93003278678	2270.8638338632	1984.28552383592	2667.22948310013	1684.51095856078	1079.09960811327	969.932342034252	1126.47384896846	1453.74108669959	905.998970823547	2562.43163381569	1003.16209790873	1466.90828839401	2141.40456138065	2235.85274708491	1494.97117095131	3849.02198886855	2673.08218296722	699.415594920528	1525.8549468651	1910.45126909283	1036.47009958325	1255.19199530468	1057.61360475831	1535.40431565431	994.09989624771	5201.51638035361	1483.14230523197	1178.8928268184	1611.59718733189	4093.20018027	1640.06415571989	1941.92346206619	1155.80604274382	3083.79929956731	1439.25350913088	1453.5993736946	1021.07749571952	1262.90701464952	3369.24531842775	3632.88018495122	1479.55671744312	1286.01039791297	934.348320967555	1091.1301476467	637.682687689118	1023.74066841655	2682.15579054567	2276.06985171827	805.590438724171	757.184536811369	1760.34743724923	2303.12675822222	959.783349560004	1855.01495829542	956.252000260923	1177.46279056698	1772.60143720134	2714.64760532375	2686.80543629769	3836.64338252924	1144.84952794948	1257.0148989594	745.538059945033	2575.41651715844	1014.90481242013	1233.31395680035	629.310882725125	2911.70020121327	1040.54905012593	1473.15982475889	1206.6742921918	1412.5599446615	2347.18898523381	1647.80587163097	1002.36841203151	5520.09789160989	4447.20045808465
